mechanism,seed,final_reserve,average_reserve,liquidity_crisis,time_to_crisis,steps_survived,total_withdrawal,average_reward,social_welfare,mean_absolute_reward_gap,reward_std,reward_range,total_messages,total_rounds,wall_time_seconds,debate_override_rate,reward_per_department,reward_profit,reward_sustainability,reward_balanced,reward_risk_averse,recovery_noise_std,shock_probability,composition,leader_index,leader_name,leader_role
structured_debate,2,1.8818560382826348,45.69472629505648,True,43.0,44,377.0,59.96642166345496,299.8321083172748,32.3139780606775,29.78737279878398,76.0,660,88,0.0014752880015294068,0.5454545454545454,"{'Growth Department': 92.0, 'Trading/Opportunity Team': 98.0, 'Compliance Department': 22.0, 'Operations Department': 45.794471196509164, 'Risk Department': 42.037637120765645}",95.0,22.0,45.794471196509164,42.037637120765645,0.01,0.0,standard,,,
structured_debate,3,3.710287740223599,45.38521350343919,True,50.0,51,427.0,69.42417942200154,347.1208971100077,36.63079397125839,33.397426022074185,85.0,765,102,0.0017739079994498752,0.5882352941176471,"{'Growth Department': 112.0, 'Trading/Opportunity Team': 105.0, 'Compliance Department': 27.0, 'Operations Department': 57.06335943037263, 'Risk Department': 46.05753767963506}",108.5,27.0,57.06335943037263,46.05753767963506,0.01,0.0,standard,,,
structured_debate,4,2.530552438181296,45.18424254608232,True,45.0,46,392.0,62.776342066324844,313.8817103316242,32.95198540365169,30.37628004000259,77.0,690,92,0.0016762090017437004,0.5434782608695652,"{'Growth Department': 96.0, 'Trading/Opportunity Team': 101.0, 'Compliance Department': 24.0, 'Operations Department': 48.83161910444728, 'Risk Department': 44.050091227176964}",98.5,24.0,48.83161910444728,44.050091227176964,0.01,0.0,standard,,,
structured_debate,5,2.501732791866413,46.329961622289545,True,47.0,48,406.0,65.85331614269306,329.2665807134653,36.151994455066024,33.177631434880574,82.0,720,96,0.0015095839989953674,0.5416666666666666,"{'Growth Department': 105.0, 'Trading/Opportunity Team': 104.0, 'Compliance Department': 23.0, 'Operations Department': 55.216546057627966, 'Risk Department': 42.05003465583735}",104.5,23.0,55.216546057627966,42.05003465583735,0.01,0.0,standard,,,
structured_debate,6,2.3912311458769473,46.034868907496524,True,47.0,48,411.0,66.75706116647675,333.7853058323837,34.71234806033319,32.09827818457333,79.0,720,96,0.0015765370008011814,0.5416666666666666,"{'Growth Department': 104.0, 'Trading/Opportunity Team': 105.0, 'Compliance Department': 26.0, 'Operations Department': 53.737481209466104, 'Risk Department': 45.04782462291755}",104.5,26.0,53.737481209466104,45.04782462291755,0.01,0.0,standard,,,
structured_debate,7,0.0,44.66063675684215,True,46.0,47,396.0,62.15561190955147,310.7780595477573,36.805373606420225,33.97966745753716,86.0,705,94,0.0018979209999088198,0.5106382978723404,"{'Growth Department': 102.0, 'Trading/Opportunity Team': 101.0, 'Compliance Department': 16.0, 'Operations Department': 48.81164458788372, 'Risk Department': 42.96641495987358}",101.5,16.0,48.81164458788372,42.96641495987358,0.01,0.0,standard,,,
structured_debate,8,3.7838803668671286,45.981695792511076,True,48.0,49,416.0,67.82293620231651,339.11468101158255,35.187891582826026,32.07767854576813,83.0,735,98,0.00187232800089987,0.6122448979591837,"{'Growth Department': 102.0, 'Trading/Opportunity Team': 108.0, 'Compliance Department': 25.0, 'Operations Department': 56.03900340424517, 'Risk Department': 48.075677607337354}",105.0,25.0,56.03900340424517,48.075677607337354,0.01,0.0,standard,,,
structured_debate,9,1.2498897304777952,46.380979352132016,True,50.0,51,427.0,67.56947754121552,337.8473877060776,39.19600035286246,35.61464005843388,94.0,765,102,0.0017931350012077019,0.6274509803921569,"{'Growth Department': 111.0, 'Trading/Opportunity Team': 105.0, 'Compliance Department': 17.0, 'Operations Department': 56.82238991146805, 'Risk Department': 48.02499779460956}",108.0,17.0,56.82238991146805,48.02499779460956,0.01,0.0,standard,,,
independent,0,2.047057060862519,35.92430419080902,True,16.0,17,153.0,15.176355880941523,75.88177940470761,24.665465877841545,22.293866346718175,58.0,0,0,0.0004906649992335588,0.0,"{'Growth Department': 41.0, 'Trading/Opportunity Team': 39.0, 'Compliance Department': -17.0, 'Operations Department': 0.8408382634903608, 'Risk Department': 12.040941141217253}",40.0,-17.0,0.8408382634903608,12.040941141217253,0.01,0.05,standard,,,
independent,1,2.35371191276832,40.52259356908349,True,22.0,23,215.0,27.404976912862452,137.02488456431226,27.203550347830898,24.67907403540501,64.0,0,0,0.0006081370011088438,0.0,"{'Growth Department': 57.0, 'Trading/Opportunity Team': 54.0, 'Compliance Department': -7.0, 'Operations Department': 11.977810326056881, 'Risk Department': 21.047074238255366}",55.5,-7.0,11.977810326056881,21.047074238255366,0.01,0.05,standard,,,
independent,2,0.0,43.97905872644398,True,24.0,25,242.0,35.163609493259074,175.81804746629535,25.30911240539275,23.65046192982982,58.0,0,0,0.0006540980029967614,0.0,"{'Growth Department': 61.0, 'Trading/Opportunity Team': 66.0, 'Compliance Department': 8.0, 'Operations Department': 18.818047466295344, 'Risk Department': 22.0}",63.5,8.0,18.818047466295344,22.0,0.01,0.05,standard,,,
independent,3,0.11157982599168292,43.008772587618814,True,25.0,26,250.0,36.396005863186474,181.98002931593237,26.403552364893994,24.963590784770027,60.0,0,0,0.000665829997160472,0.0,"{'Growth Department': 69.0, 'Trading/Opportunity Team': 64.0, 'Compliance Department': 9.0, 'Operations Department': 18.97779771941254, 'Risk Department': 21.00223159651984}",66.5,9.0,18.97779771941254,21.00223159651984,0.01,0.05,standard,,,
independent,4,0.0,43.358419378979995,True,25.0,26,248.0,36.27521193581178,181.3760596790589,26.499830451350572,24.78396483369046,60.0,0,0,0.0006683949977741577,0.0,"{'Growth Department': 64.0, 'Trading/Opportunity Team': 68.0, 'Compliance Department': 8.0, 'Operations Department': 18.376059679058894, 'Risk Department': 23.000000000000007}",66.0,8.0,18.376059679058894,23.000000000000007,0.01,0.05,standard,,,
independent,5,3.131132337872243,44.99802794456248,True,16.0,17,167.0,23.74698198555766,118.73490992778831,17.26998037651881,16.36497397962887,38.0,0,0,0.000457362002634909,0.0,"{'Growth Department': 43.0, 'Trading/Opportunity Team': 44.0, 'Compliance Department': 6.0, 'Operations Department': 14.672287281030869, 'Risk Department': 11.062622646757443}",43.5,6.0,14.672287281030869,11.062622646757443,0.01,0.05,standard,,,
independent,6,2.1594481863913373,40.57211441826042,True,25.0,26,247.0,33.371244775136844,166.8562238756842,31.06991441408698,28.82981018393177,70.0,0,0,0.0005890730026294477,0.0,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 68.0, 'Compliance Department': -2.0, 'Operations Department': 12.813034911956372, 'Risk Department': 21.04318896372783}",67.5,-2.0,12.813034911956372,21.04318896372783,0.01,0.05,standard,,,
independent,7,1.4137229504656865,45.24439826310548,True,19.0,20,192.0,27.06733079258213,135.33665396291065,21.550659279375786,20.321220519741665,49.0,0,0,0.0004682559992943425,0.0,"{'Growth Department': 53.0, 'Trading/Opportunity Team': 50.0, 'Compliance Department': 4.0, 'Operations Department': 13.308379503901342, 'Risk Department': 15.028274459009317}",51.5,4.0,13.308379503901342,15.028274459009317,0.01,0.05,standard,,,
independent,8,0.0,40.52766533093127,True,24.0,25,242.0,33.589301288212965,167.94650644106483,29.128558969429633,26.582671986243472,67.0,0,0,0.0005958499968983233,0.0,"{'Growth Department': 63.0, 'Trading/Opportunity Team': 66.0, 'Compliance Department': -1.0, 'Operations Department': 14.946506441064816, 'Risk Department': 25.000000000000004}",64.5,-1.0,14.946506441064816,25.000000000000004,0.01,0.05,standard,,,
independent,9,2.5610441726290585,42.84832574490393,True,24.0,25,243.0,35.25676324691792,176.2838162345896,26.68278474381808,25.210106741588664,61.0,0,0,0.0005956329987384379,0.0,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 64.0, 'Compliance Department': 6.0, 'Operations Department': 19.232595351137014, 'Risk Department': 20.051220883452586}",65.5,6.0,19.232595351137014,20.051220883452586,0.01,0.05,standard,,,
voting,0,4.971358285366485,34.56056174444669,True,10.0,11,115.0,9.88543959855859,49.42719799279295,10.187556667666302,9.862165838312977,25.0,55,11,0.00048443799823871814,1.0,"{'Growth Department': 18.0, 'Trading/Opportunity Team': 18.0, 'Compliance Department': -7.0, 'Operations Department': 4.3277708270856134, 'Risk Department': 16.099427165707333}",18.0,-7.0,4.3277708270856134,16.099427165707333,0.01,0.05,standard,,,
voting,1,2.8763312193525543,34.108576950048835,True,23.0,24,215.0,24.91593753044804,124.5796876522402,15.715660484242356,15.299647761697146,35.0,120,24,0.0007777549981256016,1.0,"{'Growth Department': 38.0, 'Trading/Opportunity Team': 38.0, 'Compliance Department': 3.0, 'Operations Department': 9.777121973485277, 'Risk Department': 35.80256567875492}",38.0,3.0,9.777121973485277,35.80256567875492,0.01,0.05,standard,,,
voting,2,4.729213657517173,36.528829079526375,True,18.0,19,195.0,21.323147815633355,106.61573907816677,16.214513433984845,15.849852094625742,40.0,95,19,0.0006441769983211998,1.0,"{'Growth Department': 34.0, 'Trading/Opportunity Team': 34.0, 'Compliance Department': -6.0, 'Operations Department': 12.659291037594716, 'Risk Department': 31.956448040572056}",34.0,-6.0,12.659291037594716,31.956448040572056,0.01,0.05,standard,,,
voting,3,3.6849617520282045,34.367214793808344,True,29.0,30,260.0,33.57486903272117,167.87434516360582,15.900782131444355,15.544479437596697,34.68994416076361,150,30,0.0009057120005309116,1.0,"{'Growth Department': 47.0, 'Trading/Opportunity Team': 47.0, 'Compliance Department': 17.0, 'Operations Department': 12.31005583923639, 'Risk Department': 44.564289324369454}",47.0,17.0,12.31005583923639,44.564289324369454,0.01,0.05,standard,,,
voting,4,1.8848532104224862,37.19018024132354,True,28.0,29,260.0,36.923115278902614,184.61557639451308,12.03667883850595,11.511047645085927,27.614621370331093,145,29,0.0009357369999634102,1.0,"{'Growth Department': 47.0, 'Trading/Opportunity Team': 47.0, 'Compliance Department': 27.0, 'Operations Department': 19.385378629668907, 'Risk Department': 44.23019776484417}",47.0,27.0,19.385378629668907,44.23019776484417,0.01,0.05,standard,,,
voting,5,2.458587967904741,35.611041946603045,True,17.0,18,165.0,19.553118206084513,97.76559103042257,9.593048723104548,9.452022312502168,20.0,90,18,0.0005597330018645152,1.0,"{'Growth Department': 28.0, 'Trading/Opportunity Team': 28.0, 'Compliance Department': 8.0, 'Operations Department': 8.043445480596574, 'Risk Department': 25.72214554982599}",28.0,8.0,8.043445480596574,25.72214554982599,0.01,0.05,standard,,,
voting,6,3.963466293470974,32.75398857777088,True,38.0,39,320.0,41.38197109595524,206.90985547977618,20.82732784398645,20.44381094336782,45.085399512457656,195,39,0.0010918379994109273,1.0,"{'Growth Department': 59.0, 'Trading/Opportunity Team': 59.0, 'Compliance Department': 19.0, 'Operations Department': 13.914600487542348, 'Risk Department': 55.995254992233846}",59.0,19.0,13.914600487542348,55.995254992233846,0.01,0.05,standard,,,
voting,7,4.458254226913898,32.079630136670495,True,35.0,36,275.0,35.75619147501468,178.7809573750734,17.940635020372156,17.409655809857625,43.56448443866299,180,36,0.0009405259988852777,1.0,"{'Growth Department': 50.0, 'Trading/Opportunity Team': 50.0, 'Compliance Department': 25.0, 'Operations Department': 6.43551556133701, 'Risk Department': 47.34544181373639}",50.0,25.0,6.43551556133701,47.34544181373639,0.01,0.05,standard,,,
voting,8,3.947312313290139,34.24793984283637,True,34.0,35,300.0,42.86754779113171,214.33773895565855,15.290470978408294,14.83134404158227,37.78272180752592,175,35,0.0009748510019562673,1.0,"{'Growth Department': 55.0, 'Trading/Opportunity Team': 55.0, 'Compliance Department': 35.0, 'Operations Department': 17.21727819247408, 'Risk Department': 52.12046076318446}",55.0,35.0,17.21727819247408,52.12046076318446,0.01,0.05,standard,,,
voting,9,4.297094878670768,35.177351751356106,True,18.0,19,190.0,20.08099944627499,100.40499723137495,16.406869453064985,15.986819485877712,40.0,95,19,0.000586010002734838,1.0,"{'Growth Department': 33.0, 'Trading/Opportunity Team': 33.0, 'Compliance Department': -7.0, 'Operations Department': 10.45706591834385, 'Risk Department': 30.94793131303109}",33.0,-7.0,10.45706591834385,30.94793131303109,0.01,0.05,standard,,,
adaptive_voting,0,66.6194192734224,62.80997621431883,False,,100,630.0,124.33921322949573,621.6960661474786,2.3954173849478138,2.58231105374487,6.667424803402497,500,100,0.0026284260020474903,1.0,"{'Growth Department': 126.0, 'Trading/Opportunity Team': 126.0, 'Compliance Department': 126.0, 'Operations Department': 124.36349095088116, 'Risk Department': 119.3325751965975}",126.0,126.0,124.36349095088116,119.3325751965975,0.01,0.05,standard,,,
adaptive_voting,1,60.690964839402554,63.755888442937454,False,,100,660.0,130.5667971531849,652.8339857659245,2.1803566402448586,2.5287817841296945,6.461214767454848,500,100,0.002678202999959467,1.0,"{'Growth Department': 132.0, 'Trading/Opportunity Team': 132.0, 'Compliance Department': 132.0, 'Operations Department': 131.29520053337933, 'Risk Department': 125.53878523254515}",132.0,132.0,131.29520053337933,125.53878523254515,0.01,0.05,standard,,,
adaptive_voting,2,45.643264409664724,50.872242951524775,False,,100,675.0,126.93401276891754,634.6700638445877,11.865470573100914,13.125369292026827,33.82925492646841,500,100,0.002878310999221867,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 101.17074507353159, 'Risk Department': 128.4993187710561}",135.0,135.0,101.17074507353159,128.4993187710561,0.01,0.05,standard,,,
adaptive_voting,3,38.67123876142653,63.00564949315665,False,,100,695.0,136.78458706768942,683.9229353384471,2.819006462221046,2.7865104498867064,6.541725727328583,500,100,0.0025905229995260015,1.0,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 139.0, 'Compliance Department': 139.0, 'Operations Department': 134.46466106577563, 'Risk Department': 132.45827427267142}",139.0,139.0,134.46466106577563,132.45827427267142,0.01,0.05,standard,,,
adaptive_voting,4,50.84087149201606,64.28355783521546,False,,100,695.0,137.67366800422946,688.3683400211473,2.033771916841265,2.386146388310461,6.079414501405324,500,100,0.002817452997987857,1.0,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 139.0, 'Compliance Department': 139.0, 'Operations Department': 138.44775452255274, 'Risk Department': 132.92058549859468}",139.0,139.0,138.44775452255274,132.92058549859468,0.01,0.05,standard,,,
adaptive_voting,5,53.0897417495803,64.92479876350845,False,,100,660.0,130.65968658639397,653.2984329319698,2.0642024577317533,2.437454859305535,6.199698292793315,500,100,0.0026987680030288175,1.0,"{'Growth Department': 132.0, 'Trading/Opportunity Team': 132.0, 'Compliance Department': 132.0, 'Operations Department': 131.49813122476317, 'Risk Department': 125.80030170720669}",132.0,132.0,131.49813122476317,125.80030170720669,0.01,0.05,standard,,,
adaptive_voting,6,62.982230790873004,63.86005470869596,False,,100,690.0,136.6748162175392,683.3740810876959,2.067920645638228,2.4899301867334955,6.298585122934867,500,100,0.0028828239992435556,1.0,"{'Growth Department': 138.0, 'Trading/Opportunity Team': 138.0, 'Compliance Department': 138.0, 'Operations Department': 137.6726662106308, 'Risk Department': 131.70141487706513}",138.0,138.0,137.6726662106308,131.70141487706513,0.01,0.05,standard,,,
adaptive_voting,7,50.10242103949715,63.57510005528501,False,,100,670.0,131.84943689736878,659.2471844868438,2.7194217691941276,2.690384918142218,6.243570544307175,500,100,0.0027584780000324827,1.0,"{'Growth Department': 134.0, 'Trading/Opportunity Team': 134.0, 'Compliance Department': 134.0, 'Operations Department': 129.49075503115105, 'Risk Department': 127.75642945569282}",134.0,134.0,129.49075503115105,127.75642945569282,0.01,0.05,standard,,,
adaptive_voting,8,67.692984224541,59.77414613898623,False,,100,700.0,136.73009454602067,683.6504727301034,4.236785683424601,4.191443874229195,10.130383251507084,500,100,0.002785458997095702,1.0,"{'Growth Department': 140.0, 'Trading/Opportunity Team': 140.0, 'Compliance Department': 140.0, 'Operations Department': 129.86961674849292, 'Risk Department': 133.78085598161042}",140.0,140.0,129.86961674849292,133.78085598161042,0.01,0.05,standard,,,
adaptive_voting,9,70.63182072653599,64.98968168368553,False,,100,675.0,133.78725929300944,668.9362964650472,1.940385131184903,2.425481413981129,6.063703534952822,500,100,0.0028583009989233688,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 135.0, 'Risk Department': 128.93629646504718}",135.0,135.0,135.0,128.93629646504718,0.01,0.05,standard,,,
centralized_profit,0,4.83966494018177,35.034170707337424,True,24.0,25,204.0,24.769219469734985,123.84609734867492,26.280111352020594,24.051828003489966,57.0,150,25,0.0007573610018880572,0.52,"{'Growth Department': 53.0, 'Trading/Opportunity Team': 51.0, 'Compliance Department': -4.0, 'Operations Department': 0.7493040498712835, 'Risk Department': 23.096793298803632}",52.0,-4.0,0.7493040498712835,23.096793298803632,0.01,0.05,standard,0.0,Growth Department,profit
centralized_profit,1,3.6606180655220655,41.15487408843903,True,30.0,31,266.0,39.84913354639134,199.24566773195673,24.441669734812475,22.99890280667116,53.0,186,31,0.0010914749982475769,0.4838709677419355,"{'Growth Department': 69.0, 'Trading/Opportunity Team': 66.0, 'Compliance Department': 16.0, 'Operations Department': 19.239564157422045, 'Risk Department': 29.006103574534666}",67.5,16.0,19.239564157422045,29.006103574534666,0.01,0.05,standard,0.0,Growth Department,profit
